source_id_ref,canonical_student_id,firestore_document_verified,ui_id_exact_match,persisted_uid_equals_doc_id,persisted_auth_user_id_equals_doc_id,operational_category_observed,classification,current_status_raw,active_flag,current_plan,contract_id,contract_start,contract_end,duration_reported,cancellation_requested_evidence,notice_end_evidence,effective_exit_evidence,suspension_evidence,pedagogical_rows,financial_customer_ref,financial_match_evidence,confidence_evidence,reasons,recommended_action
c7c751042221c78b,,True,True,True,True,UNKNOWN,AMBIGUOUS,ativo,True,,,,,,2026-07-16T03:00:00.000Z,,,False,0,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable|missing_plan|operational_eligibility_requires_review,Resolve missing contract evidence and listed conflicts; do not backfill
7ddabf55570d9c18,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Gold,,,,,,,,False,24,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
b71b5f976d7b2d94,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,60,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
5df8b73f77676d99,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,,,,,,,,,False,0,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable|missing_plan,Resolve missing contract evidence and listed conflicts; do not backfill
4540e1636ababa27,,True,True,True,True,UNKNOWN,AMBIGUOUS,ativo,True,,,,,,2026-07-16T03:00:00.000Z,,,False,0,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable|missing_plan|operational_eligibility_requires_review,Resolve missing contract evidence and listed conflicts; do not backfill
322704f33e1ad233,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,55,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
350450c5e362d6a6,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Gold,,,,,,,,False,34,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
2e6596fdd70ca8c6,,True,True,True,True,OPERATIONAL_SUSPENDED,AMBIGUOUS,ativo,True,Diamond,,,,,2026-07-27T03:00:00.000Z,,,True,55,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
79f067eb8b923c0c,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,47,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
3ec0e645f49ec5d1,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,53,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
8766ec7a12f562a4,,True,True,True,True,CHURNED,CONFLICT,ativo,False,Diamond,,,,,2026-07-24T03:00:00.000Z,2026-08-17T03:00:00.000Z,2026-07-30T20:59:22.516Z,True,56,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable|legacy_effectivation_precedes_recorded_notice_end|legacy_status_active_with_terminal_evidence,Resolve missing contract evidence and listed conflicts; do not backfill
b2a480696c760c4b,,True,True,True,True,OPERATIONAL_SUSPENDED,CONFLICT,ativo,True,Diamond,,,,,2026-07-27T03:00:00.000Z,2026-08-21T03:00:00.000Z,,True,58,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable|past_notice_end_without_effectivation_while_active,Resolve missing contract evidence and listed conflicts; do not backfill
21247cd3dc3b842e,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,0,fb6eb709ec98088b,unique_normalized_email_both_sources,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
58a8f4562e207448,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,0,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
8ee6a6dfcb376ca7,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,0,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
40fe5d2fe25c1bdc,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,58,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
b58a0122faef0144,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Turma,,,,,,,,False,48,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
41161e854f0bc9c1,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Gold,,,,,,,,False,22,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
d3fa2c8d72df36b7,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Premium,,,,,,,,False,12,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
335ffd55f3d64169,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Turma,,,,,,,,False,47,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
235d01864d4a2871,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,60,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
dad06e6e626ae114,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Turma,,,,,,,,False,0,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
f185df6ced33e19a,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,,,,,,,,,False,0,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable|missing_plan,Resolve missing contract evidence and listed conflicts; do not backfill
f74b4c8de3d4b80e,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,,,,,,,,,False,0,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable|missing_plan,Resolve missing contract evidence and listed conflicts; do not backfill
b1bfe9e6beeb5a9c,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Premium,,,,,,,,False,11,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
368862290d1b741c,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Gold,,,,,,,,False,24,dc2a3905b5aba492,unique_normalized_email_both_sources,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
74fd5e7c793abf43,,True,True,True,True,UNKNOWN,AMBIGUOUS,ativo,True,,,,,,2026-07-16T03:00:00.000Z,,,False,0,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable|missing_plan|operational_eligibility_requires_review,Resolve missing contract evidence and listed conflicts; do not backfill
4fc89df24b198a0c,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,56,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
713d9f995e3db4bd,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Gold,,,,,,,,False,34,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
f6797f34cfb71355,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Premium,,,,,,,,False,22,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
e20bb98ff7c469b3,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Gold,,,,,,,,False,32,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
ce3a6d097620966f,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,,,,,,,,,False,0,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable|missing_plan,Resolve missing contract evidence and listed conflicts; do not backfill
3d669092778634fe,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,58,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
82ba33b72fa77d33,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,69,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
539cedc67f46e568,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,58,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
0d2ab54b47559692,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,,,,,,,,,False,0,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable|missing_plan,Resolve missing contract evidence and listed conflicts; do not backfill
c573af93474aa2ec,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,55,04c532b5afb01258,unique_normalized_email_both_sources,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
15149cc4c543279d,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,55,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
3ed08e8e900ad252,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,,,,,,,,,False,0,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable|missing_plan,Resolve missing contract evidence and listed conflicts; do not backfill
9337229e5cf061f3,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,,,,,,,,,False,0,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable|missing_plan,Resolve missing contract evidence and listed conflicts; do not backfill
58c294fd4d5a5d38,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,,,,,,,,,False,0,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable|missing_plan,Resolve missing contract evidence and listed conflicts; do not backfill
7eb3b6447f8cb7a8,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,,,,,,,,,False,0,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable|missing_plan,Resolve missing contract evidence and listed conflicts; do not backfill
dcecb8a4ee68d131,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Gold,,,,,,,,False,70,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
4f0d60a9c7138772,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,60,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
1c55498cb0603257,,True,True,True,True,OPERATIONAL_SUSPENDED,AMBIGUOUS,ativo,True,,,,,,2026-07-29T03:00:00.000Z,2026-09-29T03:00:00.000Z,,True,0,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable|missing_plan,Resolve missing contract evidence and listed conflicts; do not backfill
9dbfdb3060084ba2,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,,,,,,,,,False,0,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable|missing_plan,Resolve missing contract evidence and listed conflicts; do not backfill
6baf1f0212db03fe,,True,True,True,True,OPERATIONAL_SUSPENDED,AMBIGUOUS,ativo,True,Turma,,,,,2026-07-28T03:00:00.000Z,,,True,22,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
ddfbbb1dabbc5f43,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,60,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
276f839bd8f199f1,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Gold,,,,,,,,False,35,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
8c125ee4ef85d4b2,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,58,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
b0f337534379bd4d,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,55,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
9d3eb4a181695695,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Premium,,,,,,,,False,11,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
b20932142f576368,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,34,a511ac164564bd78,unique_normalized_email_both_sources,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
8c63a5b0d6ca4b46,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Premium,,,,,,,,False,23,b73b6365bd9437ae,unique_normalized_email_both_sources,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
8b35ccf30f40d945,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,60,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
935f2ca672bbc25b,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Gold,,,,,,,,False,38,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
72839048c3fe1474,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Turma,,,,,,,,False,23,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
f4f7cfc88543dd52,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Gold,,,,,,,,False,12,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
831403888eb65e08,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,53,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
3b97e3ee11bbae16,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Premium,,,,,,,,False,24,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
e37eaf9c7fc7d875,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Gold,,,,,,,,False,36,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
996721ff550cddf2,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Premium,,,,,,,,False,23,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
c87067748b981e29,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,32,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
94ac72e52a5e058d,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Gold,,,,,,,,False,12,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
56bb06521d12c45a,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,46,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
7905180c6f632a33,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Premium,,,,,,,,False,24,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
4426433d37045c90,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Turma,,,,,,,,False,23,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
ef624dbeb36c9e39,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,62,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
eb0010cc95751f41,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,,,,,,,,,False,0,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable|missing_plan,Resolve missing contract evidence and listed conflicts; do not backfill
8389e4ed9c64ab62,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,,,,,,,,,False,0,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable|missing_plan,Resolve missing contract evidence and listed conflicts; do not backfill
68a1f8eb1b17a522,,True,True,True,True,OPERATIONAL_SUSPENDED,CONFLICT,ativo,True,Turma,,,,,2026-06-19T03:00:00.000Z,2026-08-19T03:00:00.000Z,,True,47,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable|past_notice_end_without_effectivation_while_active,Resolve missing contract evidence and listed conflicts; do not backfill
188b2a0ec72003ae,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Turma,,,,,,,,False,24,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
643bef3538afcad8,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Gold,,,,,,,,False,23,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
191dc31e85173b49,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Diamond,,,,,,,,False,60,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
d8c0bc99f9d46427,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Gold,,,,,,,,False,35,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
a2c7aebc836afbb7,,True,True,True,True,OPERATIONAL_ACTIVE,AMBIGUOUS,ativo,True,Gold,,,,,,,,False,36,,no_verified_match,exact_UI_document_id; explicit_student_role,contract_link_and_critical_dates_unavailable,Resolve missing contract evidence and listed conflicts; do not backfill
